title,body
Conflict of Interest for Goldman in Lloyds Deal?,"Goldman Sachs was involved as an underwriter and an investor in Lloyds Banking Group’s $36.1 billion refinancing in late 2009, and is said to have changed the deal terms in a way that benefited its proprietary trading, The Financial Times reported."
"Jim O’Neill, Prominent Goldman Economist, to Retire","Jim O’Neill, the Goldman Sachs economist who a decade ago coined the term “BRICs,” plans to retire later this year, the firm announced on Tuesday."
Report Clears S.E.C.’s Intentions in Goldman Suit,A Securities and Exchange Commission investigation found no evidence that the agency’s lawsuit against Goldman Sachs was politically motivated.
High-Level Goldman Executive Is Leaving the Firm,"Edward C. Forst, the co-head of asset management, is retiring from Goldman Sachs amid questions about his leadership style."
Goldman Said to Get Subpoena Over Its Role in Crisis,"Goldman Sachs has received a subpoena from the office of the Manhattan district attorney, which is investigating the firm’s role in the financial crisis, say people briefed on the matter."
"Political Ads Off Limits, Goldman Promises","Facing pressure from critics of Wall Street to limit its role in elections, Goldman Sachs has pledged not to spend any of its vast corporate reserves on political advertising."
"Goldman’s Profit Falls, but It Beats Expectations","Goldman Sachs’s chief financial officer says his firm cannot cut its way to prosperity. That may be, but Goldman has been busy slashing costs from compensation to car services to deliver a profit."
Dixon: Goldman Outrage Is Twisted and Misinformed,"Former Goldman Sachs employee David Dixon writes an impassioned defense of the bank, which he sees as having been “dragged through the mud” in recent weeks by an ignorant media."
Programmer Indicted in Goldman Code Theft Case,"Federal prosecutors said that Sergey Aleynikov, a former computer programmer at Goldman Sachs, had been indicted on charges that he stole proprietary software that the firm uses to make rapid-fire trades."
"For Goldman, a Problem of Trust?","Goldman Sachs has been working to repair a public image that has been damaged by accusations that it profited during the financial crisis, but, The New York Post reports, it still may have a way to go — at least according to some investors."
S.E.C. Accuses Goldman of Fraud in Housing Deal,The S.E.C. accused the bank of securities fraud in a deal in which Goldman bet against products it sold.
The Scene From Goldman’s Annual Meeting,"Goldman Sachs’s chief, Lloyd C. Blankfein, faced questions on some shareholder proposals, including one concerning the cost of the firm’s lobbying efforts."
Glencore Versus Goldman,"Glencore, which is prepping for an I.P.O., is drawing comparisons to Goldman Sachs — and some are valid, including that both behemoths picked opportune times to go public."
"After Charges, Goldman Rivals Start to Circle","Wall Street is unforgiving to the weak, and although the investment bank is unfamiliar with the role of prey instead of predator, its rivals are trying to punish it while it is under scrutiny from the S.E.C."
Goldman Defends Its Collateral Calls to A.I.G.,Goldman Sachs said that it believed its trades with the bailed out insurer A.I.G. during the financial crisis were accurate and its collateral calls made to A.I.G. reflected the conditions in a deteriorated market.
Goldman Executive Says Falling Oil Prices Will Help Firm’s Business,"Goldman Sachs has calculated that falling oil prices will push well over a trillion dollars into other industries around the world, said Gary Cohn, the investment bank’s president and chief operating officer."
"Women Sue Goldman, Claiming Pay and Jobs Bias","Three former employees of Goldman Sachs sued the investment bank, contending that the firm systematically discriminates against its women employees."
Goldman Banker Named Glaxo C.F.O.,"GlaxoSmithKline, the British pharmaceutical giant, said that Simon Dingemans, head of the European M.&A. business at Goldman Sachs, would become its new chief financial officer."
Goldman’s Stacked Bet,The S.E.C. says the bank defrauded clients to make billions. Will it lose its privileged position on Wall Street and in Washington?
Goldman Tops League Table,Skadden is the leading legal deal adviser for 2010.
S.E.C. Accuses Goldman of Fraud in Housing Deal,The S.E.C. accused the bank of securities fraud in a deal in which Goldman bet against products it sold.
The Scene From Goldman’s Annual Meeting,"Goldman Sachs’s chief, Lloyd C. Blankfein, faced questions on some shareholder proposals, including one concerning the cost of the firm’s lobbying efforts."
Glencore Versus Goldman,"Glencore, which is prepping for an I.P.O., is drawing comparisons to Goldman Sachs — and some are valid, including that both behemoths picked opportune times to go public."
"After Charges, Goldman Rivals Start to Circle","Wall Street is unforgiving to the weak, and although the investment bank is unfamiliar with the role of prey instead of predator, its rivals are trying to punish it while it is under scrutiny from the S.E.C."
Goldman Defends Its Collateral Calls to A.I.G.,Goldman Sachs said that it believed its trades with the bailed out insurer A.I.G. during the financial crisis were accurate and its collateral calls made to A.I.G. reflected the conditions in a deteriorated market.
Goldman Executive Says Falling Oil Prices Will Help Firm’s Business,"Goldman Sachs has calculated that falling oil prices will push well over a trillion dollars into other industries around the world, said Gary Cohn, the investment bank’s president and chief operating officer."
"Women Sue Goldman, Claiming Pay and Jobs Bias","Three former employees of Goldman Sachs sued the investment bank, contending that the firm systematically discriminates against its women employees."
Goldman Banker Named Glaxo C.F.O.,"GlaxoSmithKline, the British pharmaceutical giant, said that Simon Dingemans, head of the European M.&A. business at Goldman Sachs, would become its new chief financial officer."
Goldman’s Stacked Bet,The S.E.C. says the bank defrauded clients to make billions. Will it lose its privileged position on Wall Street and in Washington?
Goldman Tops League Table,Skadden is the leading legal deal adviser for 2010.
S.E.C. Accuses Goldman of Fraud in Housing Deal,The S.E.C. accused the bank of securities fraud in a deal in which Goldman bet against products it sold.
The Scene From Goldman’s Annual Meeting,"Goldman Sachs’s chief, Lloyd C. Blankfein, faced questions on some shareholder proposals, including one concerning the cost of the firm’s lobbying efforts."
Glencore Versus Goldman,"Glencore, which is prepping for an I.P.O., is drawing comparisons to Goldman Sachs — and some are valid, including that both behemoths picked opportune times to go public."
"After Charges, Goldman Rivals Start to Circle","Wall Street is unforgiving to the weak, and although the investment bank is unfamiliar with the role of prey instead of predator, its rivals are trying to punish it while it is under scrutiny from the S.E.C."
Goldman Defends Its Collateral Calls to A.I.G.,Goldman Sachs said that it believed its trades with the bailed out insurer A.I.G. during the financial crisis were accurate and its collateral calls made to A.I.G. reflected the conditions in a deteriorated market.
Goldman Executive Says Falling Oil Prices Will Help Firm’s Business,"Goldman Sachs has calculated that falling oil prices will push well over a trillion dollars into other industries around the world, said Gary Cohn, the investment bank’s president and chief operating officer."
"Women Sue Goldman, Claiming Pay and Jobs Bias","Three former employees of Goldman Sachs sued the investment bank, contending that the firm systematically discriminates against its women employees."
